Gene name	Human gene name
tppp2	
zgc:153993	
tll1	
smim14	
pacs1a	
ssrp1a	
aldh1l1	ALDH1L1
ndufb9	NDUFB9
trabd2a	
mmgt1	
rc3h1a	
zgc:194443	
lcmt1	
sbf1	
rpp25b	RPP25
slain1b	
exoc3	
zdhhc24	
acss2	
mafbb	
zgc:101583	
mrps35	MRPS35
dachc	
tbx2a	
foxi1	
klf4	KLF4
ppa1a	PPA1
zc4h2	
tnks1bp1	KIAA1671
preb	PREB
tbr1b	TBR1
chrnb3a	
cfap298	
gcnt4a	
zmynd10	
snai1b	SNAI1
sh2d3cb	
ptpa	
pex5	
mylpfa	
med28	
cpm	
dydc2	DYDC1
dydc2	DYDC2
gig2d	
cntnap2b	
gucy1b1	
tnnc2	
exosc5	
bhlha9	BHLHA9
tbl2	TBL2
syndig1l	
cacnb3a	
crygm2d12	
zgc:112052	C19orf12
hspa14	
si:dkeyp-67e1.6	
lnpa	LNPK
ccl20b	
fgf7	FGF7
ube2c	UBE2C
cx44.2	
glis3	GLIS3
fam78ab	FAM78A
ctsll	
ppil4	
slc43a2b	
aurkb	AURKB
zgc:56235	VDAC3
tars	
sepsecs	SEPSECS
nagk	NAGK
timm8a	
tars	
zdhhc15a	ZDHHC15
cnih2	
kmt5aa	
metrn	
srp19	SRP19
sox19a	
kat8	
adh5	
ssuh2.2	
stom	
stom	
fah	FAH
gpc2	GPC2
zcchc4	
spryd7b	
dner	DNER
taar12j	
vps4a	AC026464.4
vps4a	VPS4A
si:dkey-239i20.2	
acat1	ACAT1
polr3a	POLR3A
si:ch211-182d3.1	
cldn15a	
zgc:153184	RCSD1
syt12	SYT12
wbp1	
pimr166	
prph	PRPH
zp2l2	C16orf96
srsf1b	SRSF1
srsf1b	AC015813.2
stk17a	STK17A
CR936408.1	
rnaset2	AL159163.1
rnaset2	RNASET2
rnaset2	AL159163.1
rnaset2	RNASET2
ralbb	RALB
atf4a	ATF4
chia.1	CHIT1
dguok	
gig2o	
FO704661.1	
pdxp	PDXP
ccdc120	
c16h2orf66	
ifnphi3	IFNA16
ifnphi3	IFNA2
ifnphi3	IFNB1
ifnphi3	IFNA5
ifnphi3	IFNA8
ifnphi3	IFNA17
ifnphi3	IFNA7
ifnphi3	IFNA10
ifnphi3	IFNW1
ifnphi3	IFNA14
ifnphi3	IFNA4
ifnphi3	IFNA13
ifnphi3	IFNA6
ifnphi3	IFNA1
ifnphi3	IFNA21
ifnphi3	IFNK
ifnphi3	IFNE
adamts3	ADAMTS3
snrnp35	SNRNP35
taf8	
zgc:113518	
dcakd	DCAKD
tmem186	TMEM186
zgc:113518	
anapc15	ANAPC15
myct1a	
scube3	SCUBE3
zgc:109913	
si:ch1073-357b18.4	
zgc:73226	
epas1b	
zgc:113019	THAP6
unc5a	UNC5A
pdlim7	PDLIM7
thumpd1	THUMPD1
zgc:110796	MSI1
endou	
klhl41b	KLHL41
tk2	
elf2b	ELF2
ntn1a	
slc30a10	SLC30A10
sp2	SP2
sept10	SEPT10
nitr1b	TRAV21
nitr1b	TRAV10
nitr1b	TRAV4
nitr1b	TRAV26-1
nitr1b	TRAV38-1
nitr1b	TRAV38-2DV8
nitr1b	TRAC
nitr1b	TRAV34
nitr1b	TRAV30
nitr1b	TRAV17
nitr1b	TRAV26-2
nitr1b	TRAV24
nitr1b	TRAV13-2
nitr1b	TRAV13-1
nitr1b	TRAV5
nitr1b	TRAV20
nitr1b	TRAV1-2
nitr1b	TRAV1-1
nitr1b	TRAV7
nitr1b	TRAV36DV7
pard3ba	PARD3B
cryba1l1	CRYGD
cryba1l1	CRYGB
cryba1l1	CRYGC
cryba1l1	CRYGA
dhx58	DHX58
ap1s3a	AP1S3
npy1r	
chchd10	
ces3	
rnf182	RNF182
fgf10b	FGF10
vox	DLX4
FO704758.1	
znf711	
prdm8b	
dab2ipb	
mrps15	MRPS15
stk11ip	STK11IP
osr2	OSR2
ptprb	PTPRB
exoc8	EXOC8
ldlrap1b	LDLRAP1
stoml3a	STOML3
tmem14ca	TMEM14C
actc1b	
prom1b	
ccpg1	
arf4b	ARF5
si:rp71-1g18.13	APOLD1
srl	SRL
nkx3.3	
capn8	
pimr213	
akr1a1b	
itgb3a	
sap30l	SAP30L
zbtb49	ZBTB49
tpbgl	
nanp	
stk24a	STK24
fgf1b	FGF9
fgf1b	FGF1
fgf1b	FGF21
fgf1b	FGF17
fgf1b	FGF2
si:dkey-110c1.7	
gpr39	GPR39
smarcc1b	SMARCC1
fanca	FANCA
faf2	FAF2
lpar6a	LPAR6
gnrh2	
zgc:162730	
lhfpl2a	
msh3	
fbxw8	FBXW8
ism2b	
ora1	
rgs6	RGS6
cog8	AC026464.3
cog8	AC026464.6
cog8	COG8
rpl21	
tspan15	
enoph1	
impa2	IMPA2
iqgap1	
hhip	
ptprga	PTPRG
ripply3	RIPPLY3
arsk	ARSK
ponzr4	
ssb	SSB
zgc:113232	
slc17a7a	
bxdc2	BRIX1
zgc:113232	
sptlc2b	SPTLC2
zgc:153146	
zgc:171506	
mcm2	MCM2
nkl.1	
rps3	WRB
rps3	RPS3
or106-6	
minpp1a	
plbd1	PLBD1
aqp1a.1	AC004691.2
aqp1a.1	AQP1
fcer1gl	
asb13a.1	
tmem106c	TMEM106C
hnrnpc	RALYL
wdr21	DCAF4
wdr21	DCAF4L2
wdr21	DCAF4L1
hnrnpa0l	
ier2b	IER2
mrto4	MRTO4
lyar	LYAR
tspan34	
gpx1a	
im:7138535	FAM98C
acod1	
dipk1b	DIPK1B
cyyr1	
cwf19l2	CWF19L2
crfb2	
baz1b	
cxcr3.1	
zgc:154075	
ubxn4	
mmaa	
mrpl1	
CNNM1	CNNM1
znf989	
en1a	
btbd6a	BTBD6
slc4a11	
zgc:85843	TM6SF2
il6r	IL2RG
il6r	AL590764.2
il6r	IL6R
il6r	CRLF2
il6r	OSMR
il6r	IL13RA1
il6r	IL3RA
il6r	IL12RB1
il6r	IL23R
il6r	IL27RA
il6r	IL11RA
il6r	AL162231.3
il6r	GHR
mettl14	
nup93	
si:ch211-212o1.2	
tmem51a	
tonsl	
dab1b	DAB1
wdr54	FBXW12
wdr54	WDR54
dmtf1	
scarb2a	
pth1b	
dab1b	DAB1
ugt8	
hspa4b	
bcl7ba	BCL7B
snx10a	SNX10
vdrb	
sbno1	SBNO1
kcnk18	
olfcd2	
zgc:162989	PPP1R14D
cryba4	CRYBA4
hsd11b1la	
MAP3K12	MAP3K12
tcf25	TCF25
adcy3a	ADCY3
ppp1r3b	
serpinh2	
usp20	USP20
taar14e	
mpeg1.1	
dyrk3	
pfkmb	
dpf2l	
kcnip3b	
CABZ01020840.1	BCL2L14
zgc:123297	BTN2A1
sc:d189	TIGIT
sc:d189	SMAGP
sc:d189	NCR3
sc:d189	PVR
sc:d189	NECTIN2
pygb	
klhl36	
crata	
cldnd1a	CLDND1
mis12	MIS12
atp6v0a2b	
armt1	
utp6	
GARNL3	GARNL3
pfklb	PFKL
taar13e	
sec14l1	
ndufv2	NDUFV2
v2rh32	
foxl1	
ppp1r35	
ptmab	
arf6a	ARF6
rabepk	RABEPK
zgc:153012	
hspa4b	
zgc:113336	
zbed4	
nfkb2	
rab10	RAB10
phb2a	PHB2
tmem243b	
jak1	
igf1rb	
ska2	SKA2
tmem198b	
zgc:171711	C19orf66
tmem135	TMEM135
vps26a	
ccdc90b	
zgc:172090	GIMAP1
zgc:172090	GIMAP2
zgc:172090	GIMAP4
zgc:172090	GIMAP6
aldh1a2	
cenpo	
rpl10a	
ndel1b	
wfikkn1	SPINT4
wfikkn1	EPPIN
wfikkn1	EPPIN-WFDC6
wfikkn1	LRP11
wfikkn1	SPINT1
wfikkn1	WFDC8
wfikkn1	WFDC6
usp43a	
cpne5b	CPNE5
taar12j	
zgc:174945	
tspan13a	TSPAN13
pnpo	
cldn7a	
phkg1a	
stk17b	
trappc6bl	
fgf22	
haus4	AL132780.3
haus4	HAUS4
rab33a	
hirip3	
mtus1a	
gcsha	
shisa9a	
urm1	
mlycd	
josd1	
lmbrd2a	
lmbrd2a	
ctnnb1	CTNNB1
selenot2	
ddhd1b	
cdca9	
cdca9	
aga	
coq3	
fsta	
mmp13a	MMP1
zgc:193726	
ikbke	
ddrgk1	
tmem189	
BX530018.2	OCIAD1
lurap1	
ugdh	
BX530018.2	OCIAD1
pigrl2.3	FCAMR
ttc38	
zgc:112982	
foxg1b	
zgc:112970	
tm7sf2	
dhx36	DHX36
gbp4	
si:ch211-154a22.8	
zgc:152774	MORC4
tle3a	
tle3a	
lamb1b	
cpped1	
chn1	CHN1
zgc:174888	
clcn4	CLCN4
rps13	
LO018260.2	
prickle2a	PRICKLE2
zgc:91976	
faub	
pafah1b2	
zgc:171731	
ccdc127a	CCDC127
mtnr1aa	
rnaseh2b	
si:ch73-252i11.1	
depdc7a	DEPDC7
or106-1	
esr1	
sft2d2b	
lztr1	
cpt2	
gap43	GAP43
fzd9b	
zgc:153901	
camkk1a	
taar12e	
optn	
epb41l3b	
nxnl2	NXNL2
chsy3	CHSY3
lmf2b	
morf4l1	
nitr9	
b3glctb	
zgc:174863	
tpd52	
tor4aa	TOR4A
dhrs11a	
zgc:174680	
cald1a	
mob1a	
chrne	
mitfb	MITF
usp47	USP47
tp53	
tp53	
tp53	
fbxo18	
tp53	
f9b	
tbl3	TBL3
utp11l	
rho	RHO
si:dkey-46a10.3	
stox1	
atoh1b	
plod3	
uck1	
lamtor5	
fbxo45	
igbp1	
pip4p2	
zgc:153615	
zgc:101559	
trim35-24	
im:7138239	
polr2f	
eif4eb	
slain1a	
gig2f	
slc16a4	
lhx1b	
hspb2	
nat8l	
il15l	
slc22a7b.1	
il15l	
qdprb2	
igfbp2a	
slit3	
sar1b	
tardbpl	
ttc29	
foxj1a	FOXJ1
si:ch211-250e5.16	
btbd2a	
ankfy1	
ush1c	
tmed3	
or108-2	
prss35	
zgc:100951	
chrnb1	
p2rx3a	
celf5a	
pxna	
tbx22	
vipr2	
kcnc1b	
creb3l3l	
col9a1b	
msmo1	
pds5a	
ttc5	
ccl33.3	
tmtc2a	
tmem68	TMEM68
trpm1a	
si:ch211-226h8.14	
cd248a	
foxl2a	
gng13a	
shtn1	
rnf213a	AC124319.1
arntl2	
sulf2b	
kctd16a	
casp6	
zgc:113436	
ca7	
opn4xa	
ube2t	UBE2T
tyw5	
copb2	
rab40b	
nup62l	
ptgr1	
smim4	SMIM4
mapk1	
ap1m3	
slc35e4	
nrsn1	NRSN1
crb1	
sgk1	
cntn4	
prkg2	
scn1ba	
ndel1b	NDEL1
arl3b	
arnt	
arnt	
arnt	
cops8	
slc13a1	
atrx	
il17d	
mpzl2b	
impdh1a	
rchy1	
or105-1	
zgc:92027	
sec61g	
gucd1	
abi2a	
arrb1	ARRB1
glulb	
epg5	
trmt112	
cln8	
riok2	
erlin2	
metap1	
tor4ab	
alkbh2	
fzd4	FZD4
tspan9b	
hmg20b	
hmg20b	
tmub2	
ccnl1a	
mks1	
psmb11a	
sla2	
crygm7	
moxd1	
icmt	
ela2l	
gnb2	
fn3krp	FN3KRP
ccz1	
trim32	TRIM32
cript	CRIPT
foxb1b	
thyn1	
cct2	
eif4ea	
gpx4b	GPX4
col8a1a	
zpr1	
shisa3	SHISA3
chrnb1l	
med16	
rpp21	
fitm2	
xpo4	
odf3b	
ncf4	
sult3st2	
hipk2	
zgc:171500	
acap1	
mtmr12	
endouc	
zgc:114174	
ckmt2b	
zgc:158846	
trim63a	
lyrm7	
ubac1	
apobec2b	APOBEC2
tmc2a	
arl2	
prkcz	
snx21	
cttnbp2nlb	
nitr3b	
st3gal5	
cryl1	
CU302305.1	
rspo2	
sgf29	
cyb5r1	
gosr1	
amacr	
capn1b	
cd4-1	
nom1	
nom1	
camkk1b	
n4bp2	
prdm5	PRDM5
clcn2b	CLCN2
pitrm1	
lmbr1	
ddah1	DDAH1
ccdc115	
cdc42l2	
setd6	
rhot1b	
spryd3	SPRYD3
si:ch211-240l19.6	
cfhl2	
nitr5	TRAV21
nitr5	TRAV10
nitr5	TRAV4
nitr5	TRAV26-1
nitr5	TRAV38-1
nitr5	TRAV38-2DV8
nitr5	TRAC
nitr5	TRAV34
nitr5	TRAV30
nitr5	TRAV17
nitr5	TRAV26-2
nitr5	TRAV24
nitr5	TRAV13-2
nitr5	TRAV13-1
nitr5	TRAV5
nitr5	TRAV20
nitr5	TRAV1-2
nitr5	TRAV1-1
nitr5	TRAV7
nitr5	TRAV36DV7
fam98b	
mos	
eps8l1a	
pdp2	
f3a	
papss2a	
zgc:112334	
etv5a	
etv5a	
rabl2	
b4galnt1a	
wdr83	
mrpl45	
ap1g2	
si:ch211-226h8.11	
mrpl45	
cdc6	
lrrc30a	LRRC30
etv5b	
etv5b	
mrps16	
klf2a	
vps16	
pvalb3	
gna11a	
krt98	
phlda2	
szl	
BOLA2	BOLA2
BOLA2	BOLA2B
cdk5rap1	
msrb1b	
neil3	
rilpl2	
ess2	
ddx23	
tlr9	
tmem136b	
krt95	
fgfrl1b	
npas4l	
pop4	
abcg2b	
c1galt1a	
olig4	
flt1	
ctrb1	
rhot1b	
arl3l1	
naa50	
taar11	
selenop	
pbx3b	
pbx3b	
ano1	ANO1
cyb561d1	
ifnphi4	
mycbp2	
sdhc	
drd2b	
abi3bpb	
vat1	
pde8a	PDE8A
spns2	
si:dkey-239i20.4	
alg11	
alg11	
lrp5	LRP5
lrp5	LRP5L
ube2kb	
ube2ka	UBE2K
sat1b	
ftr86	
scrt1b	
cpne5a	
tbcb	
eef1a2	
cdc42ep3	CDC42EP3
fdx1b	
higd2a	HIGD2B
higd2a	HIGD2A
nitr1k	TRAV21
nitr1k	TRAV10
nitr1k	TRAV4
nitr1k	TRAV26-1
nitr1k	TRAV38-1
nitr1k	TRAV38-2DV8
nitr1k	TRAC
nitr1k	TRAV34
nitr1k	TRAV30
nitr1k	TRAV17
nitr1k	TRAV26-2
nitr1k	TRAV24
nitr1k	TRAV13-2
nitr1k	TRAV13-1
nitr1k	TRAV5
nitr1k	TRAV20
nitr1k	TRAV1-2
nitr1k	TRAV1-1
nitr1k	TRAV7
nitr1k	TRAV36DV7
sppl3	SPPL3
hspb15	
thrsp	THRSP
tmem17	TMEM17
znf1070	
abcc8	
atp23	ATP23
rps3a	
polh	
si:ch211-251j10.3	
rab11a	
pi4k2b	PI4K2B
pi4k2b	AC104662.2
aco2	
hspa9	
pax1a	PAX1
pfdn2	
magi2a	
casp6l1	
zgc:158291	
kbtbd4	
atrx	
sp5l	KLF14
sp5l	KLF17
sp5l	KLF18
ednrba	EDNRB
lnpep	LNPEP
uba2	
zgc:110329	
cpox	CPOX
cpox	AC021660.3
ms4a17a.8	MS4A3
ms4a17a.8	MS4A7
ms4a17a.8	MS4A13
ms4a17a.8	MS4A5
ms4a17a.8	MS4A2
ms4a17a.8	MS4A18
ms4a17a.8	MS4A15
ms4a17a.8	MS4A1
ms4a17a.8	MS4A14
ms4a17a.8	MS4A10
ms4a17a.8	MS4A6E
ms4a17a.8	MS4A6A
psmd10	
prmt7	
tmf1	
defbl2	
guca1d	
cabcoco1	CABCOCO1
dctn1a	DCTN1
dctn1a	AC006030.1
me2	
slc16a9a	
fgf16	
p2rx1	
kdm2ba	KDM2B
rorab	
ubxn8	
strn	STRN
mrps31	
ctdsp2	
si:busm1-228j01.4	
foxi2	
mcfd2	
rasgrp3	RASGRP3
ppcdc	
zgc:91818	
col1a1a	
trim8a	TRIM8
smyhc3	MYH6
pnkp	
tmem263	TMEM263
trim35-20	
cyfip2	
pmchl	PMCH
sptlc1	
zpcx	
znf593	
mettl23	METTL23
rtn4rl1b	RTN4RL1
zdhhc24	
ndufaf3	NDUFAF3
syt10	
zgc:162613	
etfbkmt	
thumpd3	
psma1	PSMA1
psma1	AC018523.2
gnrhr1	GNRHR
LEPROTL1	LEPROTL1
cidec	CIDEC
pcyox1	PCYOX1
mt2	
phlpp2	
zgc:158222	
or108-1	
CABZ01068367.1	
prnpb	
golim4a	
mbd3b	
fam114a1	
lrtm1	LRTM1
slc25a26	
zmp:0000001138	B2M
selenon	
cyp2y3	CYP2C8
cyp2y3	CYP2C19
cyp2y3	CYP2C9
chek2	
bace1	BACE1
BX005305.3	
insig1	
apol1	
zgc:158423	
fam228a	
zgc:158343	
anxa2b	
churc1	
rpl13a	
hexdc	
zgc:162948	
l3mbtl2	
glra4a	
adprhl1	ADPRHL1
zgc:165508	FAM131A
akip1	
p4hb	
rbm24b	
ccdc187	
tgfb1a	AC011462.1
ppfibp1a	
smarca2	
mat2al	
ppp1r12c	PPP1R12C
zgc:64065	
barhl1b	
csrp1b	CSRP1
apoa1b	APOA1
cmtm8b	CMTM8
wnt3	
prox2	
smyhc1	MYH6
tnfsf12	
lpin1	
svila	
rhebl1	
isg15	ISG15
nae1	
cyp24a1	CYP24A1
zgc:171779	
si:ch211-203b20.7	
cebp1	CEBPE
alg8	
slco1f1	
taar12b	
coq9	
ela2	
hmces	
abi3bpb	
ca4a	CA4
aoc2	
efna5b	EFNA5
camk2d2	
rnf141	
rpl32	
aqp8a.2	
arl1	ARL1
bcl2l16	
adra2b	ADRA2B
cisd1	
ndufa12	
nrxn1a	
med17	AP001273.2
med17	MED17
pex11g	PEX11G
si:ch211-243o19.4	
zgc:163014	
sox21a	
gsdf	
slc35e1	SLC35E1
asb12a	
mthfd2	
zgc:158417	GIMAP1
zgc:158417	GIMAP2
zgc:158417	GIMAP4
zgc:158417	GIMAP6
igfbp2a	IGFBP2
grm5a	GRM5
ppp2r2d	PPP2R2D
arih1	
ube2e1	
si:dkey-91f15.1	
ptges3a	
slc6a3	SLC6A3
sncgb	SNCG
tmcc1b	
fgf22	
nab2	NAB2
zgc:194679	B3GNT6
rnf34b	RNF34
sqlea	SQLE
prdx6	
crygs4	
ccdc51	
rc3h1a	
pgrmc2	
wu:fj16a03	
hacd1	HACD1
bmp1a	BMP1
rabif	
rabif	
rabif	
bcl2l13	
lamtor1	LAMTOR1
slc44a4	SLC44A4
rcl1	RCL1
ahrrb	
zgc:101664	SHLD3
ndst1b	NDST1
enpp7.1	
xrcc6	
gemin2	GEMIN2
rnd1b	
cyp46a1.2	CYP46A1
rarab	
fen1	FEN1
slc25a1b	SLC25A1
rargb	RARG
epcam	
rad23b	RAD23B
zgc:65997	
twist3	
vtg7	
cdk9	
dkk3a	DKK3
elmod1	
atp6v1b2	ATP6V1B2
pole3	
ugt2a7	UGT1A9
ugt2a7	UGT1A7
ugt2a7	UGT1A8
ugt2a7	UGT1A10
ugt2a7	UGT1A6
ugt2a7	UGT2B28
ugt2a7	UGT2B10
ugt2a7	UGT2B11
ugt2a7	UGT3A1
ugt2a7	UGT1A3
ugt2a7	UGT1A5
ugt2a7	UGT1A4
ugt2a7	UGT2B4
ugt2a7	UGT2B7
ugt2a7	UGT2A2
ugt2a7	UGT2A1
ugt2a7	UGT2B15
ugt2a7	UGT2B17
ugt2a7	UGT2A3
ugt2a7	UGT1A9
ugt2a7	UGT1A7
ugt2a7	UGT1A8
ugt2a7	UGT1A10
ugt2a7	UGT1A6
ugt2a7	UGT2B28
ugt2a7	UGT2B10
ugt2a7	UGT2B11
ugt2a7	UGT3A1
ugt2a7	UGT1A3
ugt2a7	UGT1A5
ugt2a7	UGT1A4
ugt2a7	UGT2B4
ugt2a7	UGT2B7
ugt2a7	UGT2A2
ugt2a7	UGT2A1
ugt2a7	UGT2B15
ugt2a7	UGT2B17
ugt2a7	UGT2A3
zgc:171687	MFAP4
prlh	
opn8a	
rplp2	
nkx3.2	NKX3-2
cfap53	
pbld2	
atad5b	
ap3d1	AP3D1
prpf39	PRPF39
zgc:173587	
gorasp1b	GORASP1
pigb	PIGB
si:ch211-154o6.3	
grb2a	
zmp:0000001006	HLA-DQA2
zmp:0000001006	HLA-DQA1
stk10	STK10
pde6gb	AC139530.1
pde6gb	AC139530.1
dgke	
wdr45b	WDR45B
zgc:193505	
gpatch3	GPATCH3
ctps1b	
uqcr10	UQCR10
tfr1b	
poldip2	
apol1	APOLD1
tmem243b	
ubtd2	
hecw1b	
cep72	CEP72
lsm12b	LSM12
rgs3a	RGS3
morn3	MORN3
glrbb	
p4ha1a	
grm4	GRM4
aldocb	ALDOC
katnal1	KATNAL1
dpm1	
tmem263	
map1lc3c	GABARAPL1
map1lc3c	MAP1LC3C
pole	
cdk5rap1	
dgat1a	DGAT1
elp4	ELP4
ddx46	DDX46
rnpepl1	RNPEPL1
crmp1	CRMP1
coq2	COQ2
cutc	CUTC
coq9	
arih1l	
cnksr3	
dicp1.17	
her15.2	
dusp2	DUSP2
zgc:100918	
sfxn4	
cep112	CEP112
baiap2l1a	BAIAP2L1
foxn2b	
actb1	
nudt6	NUDT6
ube2ib	
adra2a	
ankrd31	
ahsg1	
fgf21	FGF9
fgf21	FGF1
fgf21	FGF21
fgf21	FGF17
fgf21	FGF2
wu:fu71h07	
rfx3	RFX3
olfm3a	
ckma	
tmem64	
rpl35	RPL35
oprl1	OPRL1
pgap3	
and2	
nup88	
si:ch211-198a12.6	
zgc:194215	
zgc:194215	
ier3ip1	AC012254.2
ier3ip1	IER3IP1
cacng5a	CACNG5
pou2f3	POU2F3
tapt1b	
park7	PARK7
pou2f3	POU2F3
large1	LARGE1
slc25a15b	
arf5	
fgf18b	
zgc:195245	
cldn10a	
glg1b	GLG1
adrm1	
kctd4	
rgs8	
nat9	
rps9	
mrpl58	
scn4bb	
tfpt	
znf971	
ccdc106a	CCDC106
znf971	
gtf2a2	
atxn7l2a	
rfx4	
mov10b.1	
kcnk18	
prss60.2	
slc2a10	SLC2A10
itk	
cyp11c1	
mov10b.1	
sgcd	SGCD
ier2a	
spata4	
zgc:114045	
spag1b	SPAG1
pcbp2	PCBP2
serpini1	SERPINI1
h1m	H1FOO
fam84b	
tspan3a	
bbox1	
nudt13	
pnp6	
slc25a15a	SLC25A15
rprmb	RPRM
agk	
spint2	
slc1a3a	SLC1A3
pdcd10a	PDCD10
adra2db	
cxcr3.2	
nog3	
bfb	
pole2	POLE2
pitpnb	PITPNB
pitpnb	PITPNB
psme4b	
si:ch211-106a19.1	
slc39a14	SLC39A14
veph1	
tmem120b	
fam169aa	FAM169A
tmem144a	
abhd2a	ABHD2
fzd1	FZD1
c3a.6	
vps26b	
ostf1	
zgc:171775	
carnmt1	CARNMT1
mthfd1l	
cpb2	
znf143b	
ndufb9	
samd10a	
il17rd	IL17RD
nfil3-5	
noxa1	
wipf2b	WIPF2
aqp10a	
il17rd	IL17RD
zgc:194665	
fgg	
gfi1ab	
her2	
zgc:103692	
sspn	
slc25a16	
ppap2d	
pdcd5	PDCD5
elovl7a	
RPL37A	RPL37A
pcdh2g16	
alg14	
cd63	
rad51	
pcdh2g16	
AL954679.1	
igfbp6a	IGFBP6
pcdh2g16	
gjd2b	
zgc:172339	
klf12a	
pcdh2g16	
pcdh2g16	
efnb3b	EFNB3
mlpha	
znf1124	
cyp2x7	
uggt1	UGGT1
insig2	INSIG2
barhl1a	
abraxas1	
sh3bp5b	SH3BP5
exo5	
senp3a	
zgc:162182	
si:ch211-154o6.2	ZNF384
banf1	BANF1
rnf126	RNF126
tnfsf13b	TNFSF13B
fgfr4	
exorh	RHO
dph5	
vwa8	
fras1	
stom	
stom	
prdx3	
zgc:114041	SLC16A11
zgc:162144	
or105-1	
mrps5	
slc25a26	
rgmb	RGMB
zgc:165518	PZP
zgc:165518	A2ML1
mtx3	MTX3
aldh2.2	ALDH2
aldh2.2	AC002996.1
lyrm7	
atpaf2	
rrp9	
tom1l2	
zgc:113411	
zgc:113411	
rock1	ROCK1
il21	
spaca9	
zgc:64201	
tnfsf18	
flcn	
parp2	
chchd2	
zbtb33	
ntmt1	NTMT1
abcb9	
csf2rb	
acss2l	ACSM4
acss2l	ACSM6
acss2l	ACSM5
acss2l	ACSM1
acss2l	ACSM2A
acss2l	ACSM2B
cttnbp2nlb	
opn7b	
pitx1	
atp6v1g1	
si:ch211-14a17.6	
lmbr1	LMBR1
arl4ab	
stard8	
kdelc2	
carmil2	
cbx1a	
pgp	
usp6nl	
vtg2	
vtg2	
cst14b.1	CSTA
si:ch211-245j22.3	
si:ch211-122l24.6	
kcna2b	KCNA2
tmem230b	TMEM230
ublcp1	
ublcp1	
tle2c	
nrn1la	
aagab	
hadhb	HADHB
DDX17	DDX17
vapal	VAPA
dnmt3bb.3	
rap1ab	
rap1ab	
mthfd2	
si:ch211-188c16.1	FYB2
clptm1	
lsm12a	
si:dkey-43k4.3	C22orf23
eif2b5	EIF2B5
isl1l	
tfap2b	TFAP2B
rps27l	RPS27L
slmapb	
rnf144b	RNF144B
afg3l2	AFG3L2
erbb2	
ube3c	
dnmt3bb.1	
znf1024	
gig2l	
zgc:55461	
hpf1	HPF1
rbm18	
ncapd3	
bccip	BCCIP
nedd8l	NEDD8
ets1	ETS1
gde1	
ppie	PPIE
cpe	
leng9	
fmo5	
cdc42l	
timp2a	
dync2li1	
smyhc2	MYH6
kdelc1	
ppp2r2ab	
ppp2r2ab	
zglp1	ZGLP1
dpm2	
b3glctb	
ccdc32	
cdnf	
vsig8a	VSIG8
vsig8a	VSIG8
c2cd4a	
tshba	
fshr	
golph3	
caprin1a	
crfb1	
dnajb1a	DNAJB1
dnajb1a	DNAJB8
dnajb1a	DNAJB7
inha	
eif4g2b	
TATDN3	TATDN3
cart2	
hs3st3b1a	
hs3st3b1a	
cep128	
lig3	LIG3
gig2e	
vps33a	
zgc:101765	
phyhipla	
pglyrp5	
asmtl	
zgc:165573	
tnfsf10l	
smndc1	
crb3a	
arl6	
prlh2r	
palm1a	
abhd13	ABHD13
fubp3	FUBP3
hells	
syn1	
cdc42ep4a	
gss	
pvalb2	
slit3	
zeb1b	
pabpc4	
ocrl	
mif4gda	
zgc:174698	
sdf4	
kti12	
azin1b	
prlh	
zgc:123244	
cep57	CEP57
si:ch211-119o8.6	
ech1	
si:ch73-266o15.4	
ric8b	
nat14	NAT14
enpp7.2	
arl5a	
ccdc6a	
ppiab	PPIAL4F
ppiab	PPIAL4E
ppiab	PPIAL4D
ppiab	PPIAL4G
ppiab	PPIAL4C
ppiab	PPIAL4H
ppiab	PPIAL4A
ppiab	PPIA
lrrn1	
txn	
camk2n2	CAMK2N2
med29	
slc6a5	
prpf3	
atp1a2a	
alyref	
trmt13	
rpl10	
rgs2	
slc43a1a	
opn1lw1	
zgc:56622	
slain1a	
eaf1	
rps15	
tmem130	TMEM130
rhof	
zgc:194210	
ubl3a	
f11r.1	
casr	CASR
cnih2	
zgc:153722	
hmgb1a	HMGB1
rras2	
agrp	
fam129bb	
idh1	
gnb4b	GNB4
baiap2l1b	BAIAP2L1
zgc:152938	
snx18b	
ttll11	
pskh1	
ap1s2	
otud5b	
acox1	ACOX1
sema3aa	
si:ch73-234b20.5	
or108-1	
tgfb3	TGFB3
sec31a	
sinhcafl	
mpv17l2	
zgc:136929	
dnal4b	
bcl7a	
calm2a	
zgc:110821	
ccdc191	
si:ch211-114c12.2	
commd7	
exoc3l1	
trnt1	
slc25a28	
jagn1a	
bsx	
tmem163a	
trafd1	
tdo2a	
arhgdia	ARHGDIA
tnfsf10l4	
hk1	
cd7al	
taar14j	
zgc:64002	
synj1	
vps53	
smkr1	SMKR1
pax7a	PAX7
tmem243a	
chtf18	
pax7a	PAX7
aldh8a1	
pappaa	PAPPA
mmaa	
gria1a	
foxd5	
ackr3b	
cldni	
si:ch211-165i18.2	
fxr2	
egr1	
zgc:162962	
asb16	
zgc:194551	
taar1b	
zgc:162962	
scgn	
ap1m3	
taf12	
srebf1	SREBF1
si:ch211-119o8.7	
sall4	SALL4
sema3e	
tmem144a	
tpcn2	TPCN2
n6amt1	N6AMT1
s1pr1	
CU856180.1	
asah1a	
asz1	
nedd9	
tnksb	
gsx2	
